grid1_dual,0,0,0
rbsb480,96,127,125
bfwa62,11,11,11
n4c6-b15,0,0,0
n4c6-b14,96,93,111
n4c6-b13,1140,1306,1153
n3c6-b11,0,0,0
lshp3025,114,114,114
LeGresley_2508,36,34,37
lap_25,10,10,10
fs_541_1,37,37,37
fs_541_3,37,37,37
fs_541_2,37,37,37
fs_541_4,37,37,37
mcfe,133,188,189
lhr02,22,22,22
lhr01,63,63,88
lhr04,93,93,95
big,132,124,124
ex1,40,74,75
GD01_Acap,23,22,22
lp_shell,30,19,21
bcsstk26,132,160,126
bcsstk27,68,74,132
bcsstk22,8,8,8
bcsstk23,552,560,565
bcsstk20,14,12,14
bcsstk21,0,0,0
shl_0,6,3,10
dwt_2680,64,64,64
lp_perold,81,83,93
cat_ears_2_4,289,291,339
cat_ears_2_1,14,14,14
bcsstm20,0,0,0
bcsstm21,0,0,0
bcsstm22,0,0,0
bcsstm23,0,0,0
bcsstm24,0,0,0
gemat1,125,41,176
bcsstm26,0,0,0
bcsstm27,68,74,132
cat_ears_4_1,16,16,15
ex21,94,109,100
fpga_dcop_18,2,3,4
ex23,86,111,142
ex22,38,44,47
ex25,68,116,162
ex24,92,88,129
ex27,100,151,211
ex26,148,285,405
fpga_dcop_11,2,3,4
ex28,92,129,222
hep-th,479,450,512
fpga_dcop_12,2,3,4
fpga_dcop_15,2,3,4
fpga_dcop_14,2,3,4
fpga_dcop_17,2,3,4
fpga_dcop_16,2,3,4
t2dal,86,86,96
gemat12,43,36,43
gemat11,43,32,36
ash331,10,11,10
soc-sign-bitcoin-otc,574,595,768
lhr04c,93,93,95
cz2548,19,20,20
ch3-3-b2,0,0,0
ch3-3-b1,6,6,9
lp_capri,42,44,46
ch7-8-b1,54,42,53
lpi_reactor,30,31,35
lp_sc205,5,5,5
lp_bore3d,25,34,23
ex29,78,78,86
uk,42,51,41
N_pid,12,12,15
problem1,38,42,42
tomography,159,182,255
rw5151,124,131,141
fs_680_1,12,12,12
nnc666,40,39,44
Sieber,28,8,76
rosen10,8,8,33
TS,0,0,0
662_bus,24,24,28
lp_25fv47,81,101,94
d_dyn1,5,6,7
flower_8_1,25,25,24
tuma1,328,362,336
tuma2,192,188,200
cryg10000,200,200,200
LF10,17,4,4
soc-sign-bitcoin-alpha,492,485,587
G26,2001,2705,2001
G27,2000,2716,2000
G24,2001,2728,2001
G25,2000,2735,2000
G22,2000,2716,2000
G23,2001,2778,2001
G20,417,441,471
G21,415,418,445
lp_finnis,40,39,60
G28,2000,2719,2000
G29,2001,2728,2001
ge,122,200,138
p05,171,90,558
can_292,38,38,36
flower_4_1,24,26,24
flower_4_4,582,600,700
tols2000,0,0,0
mesh1em1,21,18,18
mesh1em6,21,18,18
adder_dcop_09,78,18,88
adder_dcop_08,87,22,80
lp_pilot_ja,88,97,158
adder_dcop_05,86,22,96
adder_dcop_04,75,18,92
adder_dcop_07,85,20,93
adder_dcop_06,90,18,96
adder_dcop_01,92,21,74
adder_dcop_03,85,34,94
adder_dcop_02,82,28,102
ncvxqp9,30,30,30
fd18,142,144,148
fd15,118,118,122
ncvxqp1,1418,1657,1513
fd12,92,94,105
aug2dc,0,0,0
rdb2048_noL,128,128,128
kneser_6_2_1,86,95,99
west0067,12,12,15
lp_gfrd_pnc,8,8,8
gen2,881,893,1121
gen1,497,512,640
jan99jac040,411,387,462
tols90,18,18,25
oscil_dcop_06,2,2,2
lp_bandm,23,25,24
odepa400,3,4,3
gams30am,2,2,2
bcspwr01,7,6,6
fxm2-16,89,65,63
bcsstm37,0,0,0
bcsstm35,0,0,0
bcsstm34,120,175,248
can_268,38,44,41
bcsstm39,0,0,0
bcsstm38,0,0,0
cti,536,538,540
lp_pilot,199,206,339
FA,2276,2640,2838
p6000,2,2,4
bcsstk34,154,174,270
lshp1882,90,90,90
circuit204,49,53,64
coater1,137,182,192
g7jac010sc,217,238,232
lowThrust_2,32,18,36
lowThrust_3,60,28,98
lowThrust_1,41,37,43
S40PI_n,6,6,10
hydr1,26,28,28
GL7d11,30,29,40
GL7d10,0,1,1
GL7d12,650,648,867
fs_183_6,25,23,29
fs_183_4,25,23,29
fs_183_3,25,23,29
fs_183_1,25,23,29
photogrammetry,83,96,126
MISKnowledgeMap,869,1123,1370
well1033,20,15,38
aug3d,0,0,0
saylr3,61,60,62
saylr1,28,28,28
adder_dcop_31,82,28,102
robot24c1_mat5,202,234,250
farm,4,4,4
linverse,6,6,6
robot,15,18,15
adder_dcop_39,82,28,102
delaunay_n13,144,164,142
delaunay_n12,112,111,114
08blocks,0,0,0
delaunay_n10,58,58,58
delaunay_n14,220,223,232
dw4096,256,256,256
Trefethen_500,337,383,424
can_445,79,88,90
dwt_492,0,0,0
reorientation_2,38,14,38
cage,0,0,0
impcol_a,10,11,10
impcol_c,19,15,15
impcol_b,22,10,12
impcol_e,19,13,13
impcol_d,15,18,18
adder_dcop_18,82,28,102
adder_dcop_19,64,22,93
3elt,92,91,106
adder_dcop_17,82,28,102
adder_dcop_14,82,28,102
adder_dcop_15,82,28,102
adder_dcop_12,82,28,102
adder_dcop_13,79,26,109
adder_dcop_10,88,22,110
l9,25,28,32
odepb400,0,0,0
lp_sierra,44,44,50
xingo3012,38,44,60
wb-cs-stanford,19,10,21
geom,276,249,337
viscoplastic1,132,142,190
lp_pilot4,71,78,61
lp_nug15,2802,3183,4152
lp_nug12,1415,1480,2111
west2021,16,16,14
c-27,32,36,54
lp_etamacro,63,61,71
lp_ship12l,10,10,12
Trefethen_200b,157,169,182
lp_ship12s,8,10,10
l30,70,89,106
gre_512,64,64,64
can_715,68,87,88
M40PI_n1,4,4,4
oscil_trans_01,2,2,2
oscil_dcop_43,2,2,2
bcsstm07,72,79,104
bcsstm04,0,0,0
oscil_dcop_40,2,2,2
bcsstm02,0,0,0
bcsstm03,0,0,0
oscil_dcop_45,2,2,2
oscil_dcop_44,2,2,2
oscil_dcop_49,2,2,2
oscil_dcop_48,2,2,2
bcsstm08,0,0,0
olm2000,2,2,2
Trec7,10,8,9
dwt_59,8,8,8
fxm3_6,96,132,167
USpowerGrid,18,18,16
lshp2233,91,98,102
Trefethen_2000,1296,1447,1788
steam3,16,8,8
mimo28x28_system,41,40,36
steam1,90,91,99
lshp_406,40,42,42
init_adder1,92,21,74
cryg2500,100,100,100
cz308,19,22,21
bibd_49_3,1078,798,1168
lp_vtp_base,16,16,16
fpga_dcop_09,2,4,2
plat1919,73,77,83
IG5-9,136,151,176
IG5-8,69,67,73
IG5-7,29,28,31
IG5-6,19,21,20
delaunay_n11,84,84,78
bibd_81_2,0,0,0
GL7d25,1198,1315,1488
GL7d26,110,113,146
kineticBatchReactor_7,54,23,123
lock1074,108,141,200
M20PI_n,8,8,8
bp_1400,37,36,39
lshp_577,50,47,50
bloweybq,18,6,134
sstmodel,54,53,52
lp_stocfor3,52,46,16
rbsa480,130,246,124
lpi_box1,4,4,4
CAG_mat72,26,17,15
lpi_mondou2,4,5,6
meg4,132,123,168
ch6-6-b2,306,268,376
spaceStation_14,38,20,20
spaceStation_11,20,125,21
spaceStation_10,38,110,38
spaceStation_13,38,56,56
spaceStation_12,38,20,20
LFAT5,13,6,11
deter0,15,15,15
stufe,28,28,29
ch4-4-b2,24,24,28
ch4-4-b1,12,11,12
EX2,392,387,541
EX3,2560,2196,2601
aug2d,0,0,0
EX1,530,391,543
ww_36_pmec_36,31,31,32
deter1,15,15,15
bcspwr10,50,40,42
Pd,0,0,0
Erdos02,274,268,302
mk12-b2,1188,986,1400
mk12-b1,66,48,65
M80PI_n1,4,4,6
mk12-b5,0,0,0
adder_dcop_29,82,28,102
adder_dcop_28,82,28,102
adder_dcop_23,82,28,102
adder_dcop_22,82,28,102
adder_dcop_21,82,28,102
adder_dcop_20,82,28,102
adder_dcop_27,82,28,102
email,330,353,437
adder_dcop_25,82,28,102
adder_dcop_24,82,28,102
orbitRaising_2,8,8,8
swang1,94,94,94
swang2,94,94,94
orbitRaising_1,8,8,8
orbitRaising_4,24,16,36
mesh2em5,34,34,34
rdb3200l,160,160,160
mhda416,28,27,36
bfwa398,22,21,24
ch,177,162,287
n3c5-b5,105,100,129
lp_nug07,271,281,287
lp_nug06,167,169,182
lp_nug05,93,107,104
dwt_607,56,52,63
relat7b,488,486,682
lp_nug08,431,433,486
nasa2146,156,156,216
jgl011,8,9,8
kineticBatchReactor_9,30,18,87
kineticBatchReactor_8,30,22,93
kineticBatchReactor_3,52,18,28
kineticBatchReactor_2,40,18,52
kineticBatchReactor_1,40,18,40
illc1850,29,23,86
kineticBatchReactor_6,78,34,88
kineticBatchReactor_5,30,18,78
kineticBatchReactor_4,54,18,54
bcsstm19,0,0,0
laser,4,4,4
bcsstm11,0,0,0
bcsstm10,36,39,48
bcsstm13,223,294,328
bcsstm12,72,72,72
oscil_dcop_50,2,2,2
oscil_dcop_51,2,2,2
oscil_dcop_52,2,2,2
oscil_dcop_53,2,2,2
lpi_bgetam,63,61,71
dwt_66,4,4,4
cavity06,104,154,113
cavity07,125,152,105
cavity04,74,79,74
cavity05,125,152,105
cavity02,74,79,74
cavity03,69,65,99
pcb1000,54,49,82
rdb5000,200,200,200
cavity08,104,154,113
cavity09,125,152,105
GD98_a,0,0,0
GD98_c,16,16,16
GD98_b,0,0,0
cis-n4c6-b3,961,803,962
cis-n4c6-b2,114,139,184
cis-n4c6-b1,19,16,19
Tina_AskCog,7,4,11
plat362,56,56,59
t2dal_bci,86,86,96
lp_pds_06,215,213,283
lp_pds_02,74,62,76
GD96_c,6,6,5
GD96_b,6,3,6
GD96_a,0,0,0
t2d_q9,198,233,221
Trec9,39,37,45
GD96_d,0,0,0
t2d_q4,198,233,221
Trec6,5,5,6
Trec5,3,2,3
Trec4,1,1,1
Trec3,0,0,0
stormg2-8,67,81,77
poli_large,38,42,40
494_bus,13,16,18
lp_brandy,46,46,56
oscil_dcop_27,2,2,2
lpi_vol1,31,33,24
zenios,0,0,0
lns_131,24,25,23
lpi_cplex2,15,15,17
lpi_cplex1,4,4,50
G3,801,1305,801
oscil_dcop_16,2,2,2
crack,173,177,174
GD95_a,3,1,1
GD95_b,5,2,3
GD95_c,6,6,7
lp_e226,22,22,28
can_96,24,24,24
adder_dcop_63,82,28,102
bips98_1450,44,37,39
oscil_dcop_18,2,2,2
dwt_361,26,26,28
mesh3em5,34,34,34
fs_680_3,12,12,12
fs_680_2,12,12,12
plsk1919,28,34,28
lns_3937,114,115,114
d_ss,4,4,4
lp_sc50b,6,5,5
lp_sc50a,5,6,6
gams10am,2,2,2
GD06_theory,0,0,0
bp_800,36,32,35
grid1,0,0,0
abb313,7,8,9
grid2,0,0,0
bcspwr03,10,9,8
bcspwr02,11,4,4
ODLIS,362,373,435
bcspwr07,8,12,8
bcspwr06,9,16,10
bcspwr05,14,14,14
bcspwr04,22,20,14
bcspwr09,18,14,18
bcspwr08,22,12,12
email-Eu-core,407,471,545
adder_dcop_34,82,28,102
adder_dcop_35,82,28,102
adder_dcop_36,82,28,102
adder_dcop_37,82,28,102
adder_dcop_30,82,28,102
can_73,20,21,18
adder_dcop_32,82,28,102
adder_dcop_33,82,28,102
bips98_1142,45,41,50
adder_dcop_11,67,21,88
adder_dcop_38,82,28,102
lpi_galenet,4,2,7
SmallW,15,15,18
nopoly,47,62,50
lp_pilot_we,58,54,79
mhd3200b,2,4,2
p0201,30,33,40
mhd3200a,27,29,33
cell1,132,154,234
cell2,132,154,234
spiral,40,42,49
qh1484,20,16,24
n3c4-b4,6,5,7
California,290,276,364
n3c4-b1,6,6,7
n3c4-b2,12,11,14
n3c4-b3,12,9,14
lpi_ex72a,4,4,6
xingo_afonso_itaipu,32,36,36
lp_stocfor1,11,10,11
lp_stocfor2,9,27,9
airfoil1,78,73,86
zeros_nopss_13k,32,36,36
TSOPF_FS_b9_c1,72,24,41
dwa512,24,24,25
lp_standmps,35,26,61
cage3,4,4,4
problem,4,5,6
LF10000,4,4,4
jgl009,10,6,10
mbeaflw,377,456,497
lp_sctap1,19,24,23
lp_sctap3,52,40,62
lp_sctap2,45,40,65
lp_agg3,46,56,47
lp_agg2,46,69,48
oscil_dcop_29,2,2,2
oscil_dcop_28,2,2,2
cz1268,19,20,20
oscil_dcop_21,2,2,2
oscil_dcop_20,2,2,2
oscil_dcop_23,2,2,2
oscil_dcop_22,2,2,2
oscil_dcop_25,2,2,2
oscil_dcop_24,2,2,2
barth,76,79,77
oscil_dcop_26,2,2,2
polbooks,18,18,24
email-Eu-core-temporal,429,499,551
dwt_72,4,4,4
cavity11,136,204,199
cavity10,176,141,228
cavity13,136,204,199
cavity12,176,141,228
cavity15,136,204,199
cavity14,176,141,228
bfwb398,12,12,12
dolphins,18,18,19
west0497,24,18,24
lp_80bau3b,73,100,94
barth5,88,73,95
barth4,53,61,50
netscience,0,0,0
