lp_sc105,5,5
c-28,14,10
c-29,108,56
c-26,154,101
celegans_metabolic,70,68
c-24,76,80
c-25,274,392
c-22,150,128
c-23,56,12
c-20,134,166
c-21,116,125
lp_ken_07,25,25
sherman4,42,48
sherman5,131,126
sherman1,61,60
sherman2,311,285
sherman3,159,155
jendrec1,58,58
3elt_dual,88,88
rajat19,16,8
rdb200l,40,40
fv3,198,198
fv2,198,198
fv1,196,196
sctap1-2b,510,34
sctap1-2c,119,34
bibd_12_5,66,65
bibd_12_4,66,61
Lederberg,578,601
p2p-Gnutella30,4765,5012
p0548,11,10
mk9-b2,204,200
mk9-b3,300,289
mk9-b1,29,26
pcb3000,74,58
power,16,18
bips07_3078,48,30
TSOPF_RS_b9_c6,36,6
west0381,37,37
N_reactome,9,24
GL6_D_10,95,94
mycielskian5,14,12
bibd_14_7,91,91
lesmis,12,16
fpga_trans_01,8,6
fpga_trans_02,8,6
G62,0,0
G63,3610,3749
G60,3157,3464
G61,3157,3464
G66,0,0
G67,0,0
G64,3610,3749
G65,0,0
eris1176,128,74
Pd_rhs,0,0
lp_grow15,20,21
stormg2-27,144,108
can_1054,62,66
GD97_b,12,12
GD97_c,2,2
GD97_a,26,24
mhdb416,2,2
west0132,8,9
GD99_b,20,20
GD99_c,0,0
gams30a,2,2
Alemdar,168,182
air03,81,79
air02,44,43
air05,299,289
air04,545,570
air06,516,525
dwt_209,34,34
dwt_758,22,26
d_dyn,5,6
epb1,209,210
epb0,5,7
add32,14,6
Franz3,404,419
D_9,516,540
cr42,13,13
can_634,104,129
IG5-13,1092,1357
IG5-12,655,780
IG5-11,381,457
IG5-10,223,268
GD01_b,5,2
nemscem,9,9
lp_degen3,213,185
lp_degen2,92,80
ash292,19,18
west0989,17,17
young3c,52,56
ukerbe1,0,0
bfwb782,12,12
lp_share1b,7,7
tols340,18,18
fpga_dcop_20,2,3
fpga_dcop_21,2,3
fpga_dcop_22,2,3
fpga_dcop_23,2,3
fpga_dcop_24,2,3
fpga_dcop_25,2,3
fpga_dcop_26,2,3
fpga_dcop_27,2,3
fpga_dcop_28,2,3
fpga_dcop_29,2,3
ex12,76,114
Tina_AskCal,2,3
ex14,157,214
ex15,84,84
radfr1,20,29
lns_511,68,71
lp_israel,42,44
olm1000,2,2
ch5-5-b4,0,0
ch5-5-b3,172,172
ch5-5-b2,109,106
ch5-5-b1,21,18
gre_1107,113,115
photogrammetry2,96,120
wm3,56,63
wm2,56,61
wm1,56,59
large,36,30
oscil_dcop_54,2,2
oscil_dcop_55,2,2
small,34,36
oscil_dcop_56,2,2
GD01_c,11,8
c-38,108,32
GD01_a,23,22
oscil_dcop_57,2,2
S80PI_n1,4,4
c-31,237,208
c-30,38,30
c-33,100,106
c-32,34,30
c-35,190,156
c-34,68,68
c-37,419,408
c-36,282,262
lp_ken_11,53,53
lp_ken_13,71,71
ck656,0,0
diag,0,0
b1_ss,2,3
circuit_1,152,151
p2p-Gnutella24,4230,4275
circuit_3,231,22
circuit_2,105,81
n3c5-b3,65,65
p2756,20,16
n3c5-b1,8,9
n3c5-b7,17,15
n3c5-b6,65,65
arc130,16,16
n3c5-b4,105,105
GL6_D_6,110,120
GL6_D_7,263,295
GL6_D_8,320,344
GL6_D_9,220,220
p0282,29,22
Tina_DisCal,7,7
n2c6-b8,180,270
fpga_dcop_10,3,2
lp_cre_a,86,64
lp_cre_c,79,68
commanche_dual,66,62
orsreg_1,210,210
fpga_dcop_13,2,3
Roget,245,284
G19,410,442
G18,433,432
pde225,30,30
G16,417,441
G15,410,442
G14,433,432
G13,64,64
G12,0,0
G11,0,0
G10,801,1304
gams60am,2,2
lp_scrs8,24,22
n2c6-b6,2076,2199
young4c,58,58
cavity01,69,65
abtaha1,167,158
nemspmm1,107,117
nemspmm2,112,141
lp_standata,28,30
whitaker3_dual,135,134
lutz30-23-b6,764,765
shl_400,14,7
lp_fffff800,56,63
lp_cycle,41,34
tub100,4,4
lp_share2b,11,9
cz5108,19,19
lpi_refinery,29,31
west0655,41,53
S10PI_n1,4,4
G50,100,100
cs4,599,614
bcsstk01,24,24
bcsstk02,66,66
Sandi_authors,8,6
bcsstk04,60,66
bcsstk05,24,24
bcsstk06,72,74
bcsstk07,72,74
bcsstk08,126,139
bcsstk09,114,154
klein-b2,13,6
thermal,96,131
klein-b1,9,8
S20PI_n,8,8
lp_scorpion,12,12
jan99jac040sc,411,387
pores_1,24,9
pores_3,19,19
pores_2,64,67
ukerbe1_dual,43,40
L,49,67
fpga_dcop_33,2,3
fpga_dcop_32,2,3
fpga_dcop_31,2,3
fpga_dcop_30,2,3
fpga_dcop_37,2,3
fpga_dcop_36,2,3
fpga_dcop_35,2,3
fpga_dcop_34,2,3
fpga_dcop_39,2,3
fpga_dcop_38,2,3
rail_5177,76,88
west0479,40,36
ch7-6-b4,3816,3940
ch7-6-b5,720,1048
garon1,199,293
ch7-6-b1,39,30
ch7-6-b2,493,391
ch7-6-b3,2300,2098
psse1,28,30
msc01440,160,236
lp22,788,835
wheel_5_1,14,15
USAir97,63,75
gre_185,37,38
wheel_7_1,17,17
shar_te2-b1,275,225
Trec8,21,17
cond-mat,1043,1117
685_bus,16,14
aa03,516,525
aa01,545,570
bp_1200,45,46
divorce,9,8
aa5,489,481
aa4,299,289
aa6,389,373
aa3,516,525
wheel_3_1,8,9
bcsstm09,0,0
tub1000,4,4
LFAT5000,4,4
relat4,9,5
p0291,41,40
relat6,67,69
relat7,488,486
relat3,3,3
dwt_918,44,50
kleemin,7,6
pf2177,445,511
130bit,320,318
WorldCities,91,103
bibd_9_3,22,22
bibd_9_5,36,36
can_187,22,22
blckhole,126,138
ex6,60,86
ex7,138,272
ex4,94,87
ex5,13,10
ex2,110,150
ex3,86,139
dwt_592,43,46
ex8,149,120
ex9,98,89
rdb800l,80,80
cep1,4,4
qh768,20,16
jpwh_991,136,140
gas11,8,9
watt_1,128,128
msc04515,186,226
lp_woodw,159,68
lop163,16,16
Chem97ZtZ,0,0
extr1b,14,15
relat5,14,10
gent113,19,25
plbuckle,0,0
bcsstk13,547,650
bcsstk12,66,78
bcsstk11,66,78
bcsstk10,36,39
bcsstk14,208,252
bcsstk19,6,6
gams10a,2,2
Stranke94,10,10
lnsp3937,114,122
lp_ganges,37,24
LeGresley_4908,28,28
S40PI_n1,4,4
m3plates,0,0
will199,15,16
as-735,134,135
lpi_pilot4i,71,78
ex36,76,81
ex37,132,274
olm5000,2,2
ex32,46,36
ex33,58,90
fpga_dcop_08,4,3
ex31,78,123
fpga_dcop_06,5,2
fpga_dcop_07,4,4
fpga_dcop_04,3,5
fpga_dcop_05,3,2
fpga_dcop_02,2,3
fpga_dcop_03,2,3
fpga_dcop_01,2,3
lpi_bgprtr,6,4
orani678,405,407
adder_dcop_50,82,28
adder_dcop_51,82,28
meg1,112,230
msc01050,84,84
aircraft,9,7
add20,62,103
pde900,60,60
bips98_606,40,48
bwm200,4,4
n4c5-b10,14,16
n4c5-b11,0,0
CollegeMsg,578,657
scrs8-2b,39,22
scrs8-2c,39,22
cage9,552,646
cage8,199,218
cage5,18,15
cage4,10,9
cage7,72,97
cage6,40,44
scrs8-2r,170,22
qiulp,52,40
lock2232,48,72
netz4504,0,0
p2p-Gnutella06,1994,2170
p2p-Gnutella05,2115,2227
p2p-Gnutella04,2740,2903
p2p-Gnutella09,1448,1531
p2p-Gnutella08,1122,1156
t2dal_e,0,0
t2dal_a,86,86
str_0,23,21
memplus,186,181
n3c6-b2,61,59
ch7-8-b2,914,744
n3c6-b1,13,12
n3c6-b6,2449,2211
n3c6-b7,2855,3052
Trefethen_700,563,568
n3c6-b5,1945,1292
n3c6-b8,2289,2223
n3c6-b9,1221,1145
M10PI_n1,4,4
G31,2001,2705
G30,2000,2735
G33,100,100
G32,0,0
G35,1055,1095
G34,0,0
G37,1030,1066
G36,1037,1090
G39,1055,1095
G38,1036,1084
lpi_gosh,267,248
illc1033,20,15
qh882,16,20
lp_scagr25,6,6
slptsk,196,196
dwt_346,34,39
rgg010,10,10
poisson2D,37,36
CAG_mat364,106,110
cegb3024,92,104
dwt_162,14,14
grid1_dual,0,0
rbsb480,96,127
bfwa62,11,11
n4c6-b15,0,0
n4c6-b14,96,93
n4c6-b13,1140,1306
n3c6-b11,0,0
lshp3025,114,114
LeGresley_2508,36,34
lap_25,10,10
fs_541_1,37,37
fs_541_3,37,37
fs_541_2,37,37
fs_541_4,37,37
mcfe,133,188
lhr02,22,22
lhr01,63,63
lhr04,93,93
big,132,124
ex1,40,74
GD01_Acap,23,22
lp_shell,30,19
bcsstk26,132,160
bcsstk27,68,74
bcsstk22,8,8
bcsstk23,552,560
bcsstk20,14,12
bcsstk21,0,0
shl_0,6,3
dwt_2680,64,64
lp_perold,81,83
cat_ears_2_4,289,291
cat_ears_2_1,14,14
bcsstm20,0,0
bcsstm21,0,0
bcsstm22,0,0
bcsstm23,0,0
bcsstm24,0,0
gemat1,125,41
bcsstm26,0,0
bcsstm27,68,74
cat_ears_4_1,16,16
ex21,94,109
fpga_dcop_18,2,3
ex23,86,111
ex22,38,44
ex25,68,116
ex24,92,88
ex27,100,151
ex26,148,285
fpga_dcop_11,2,3
ex28,92,129
hep-th,479,450
fpga_dcop_12,2,3
fpga_dcop_15,2,3
fpga_dcop_14,2,3
fpga_dcop_17,2,3
fpga_dcop_16,2,3
t2dal,86,86
gemat12,43,36
gemat11,43,32
ash331,10,11
soc-sign-bitcoin-otc,574,595
lhr04c,93,93
cz2548,19,20
ch3-3-b2,0,0
ch3-3-b1,6,6
lp_capri,42,44
ch7-8-b1,54,42
lpi_reactor,30,31
lp_sc205,5,5
lp_bore3d,25,34
ex29,78,78
uk,42,51
N_pid,12,12
problem1,38,42
tomography,159,182
rw5151,124,131
fs_680_1,12,12
nnc666,40,39
Sieber,28,8
rosen10,8,8
TS,0,0
662_bus,24,24
lp_25fv47,81,101
d_dyn1,5,6
flower_8_1,25,25
tuma1,328,362
tuma2,192,188
cryg10000,200,200
LF10,17,4
soc-sign-bitcoin-alpha,492,485
G26,2001,2705
G27,2000,2716
G24,2001,2728
G25,2000,2735
G22,2000,2716
G23,2001,2778
G20,417,441
G21,415,418
lp_finnis,40,39
G28,2000,2719
G29,2001,2728
ge,122,200
p05,171,90
can_292,38,38
flower_4_1,24,26
flower_4_4,582,600
tols2000,0,0
mesh1em1,21,18
mesh1em6,21,18
adder_dcop_09,78,18
adder_dcop_08,87,22
lp_pilot_ja,88,97
adder_dcop_05,86,22
adder_dcop_04,75,18
adder_dcop_07,85,20
adder_dcop_06,90,18
adder_dcop_01,92,21
adder_dcop_03,85,34
adder_dcop_02,82,28
ncvxqp9,30,30
fd18,142,144
fd15,118,118
ncvxqp1,1418,1657
fd12,92,94
aug2dc,0,0
rdb2048_noL,128,128
kneser_6_2_1,86,95
west0067,12,12
lp_gfrd_pnc,8,8
gen2,881,893
gen1,497,512
jan99jac040,411,387
tols90,18,18
oscil_dcop_06,2,2
lp_bandm,23,25
odepa400,3,4
gams30am,2,2
bcspwr01,7,6
fxm2-16,89,65
bcsstm37,0,0
bcsstm35,0,0
bcsstm34,120,175
can_268,38,44
bcsstm39,0,0
bcsstm38,0,0
cti,536,538
lp_pilot,199,206
FA,2276,2640
p6000,2,2
bcsstk34,154,174
lshp1882,90,90
circuit204,49,53
coater1,137,182
g7jac010sc,217,238
lowThrust_2,32,18
lowThrust_3,60,28
lowThrust_1,41,37
S40PI_n,6,6
