matrix,vol_mfg,vol_mmg,vol_mfgir,vol_pfg,vol_pmg,vol_pfgir,time_mfg,time_mmg,time_mfgir,time_pfg,time_pmg,time_pfgir
c-33,173,100,144,106,102,102,0.380317,0.200505,0.392928,0.200791,0.139997,0.229005
c-32,226,34,104,30,30,30,0.697395,0.340315,0.709505,0.103114,0.067908,0.105369
c-35,159,190,154,156,180,156,0.1998,0.123261,0.210056,0.099826,0.071104,0.105757
c-34,162,68,104,68,55,68,0.202838,0.121152,0.219262,0.100225,0.06276,0.116247
c-37,600,419,398,408,378,372,0.252983,0.144631,0.259501,0.106432,0.073931,0.119957
c-36,319,282,263,262,272,262,0.312006,0.201035,0.33347,0.173642,0.141605,0.175428
lp_ken_11,55,53,53,53,53,53,0.107903,0.114082,0.127087,0.050747,0.044181,0.056237
lp_ken_13,91,71,82,71,71,71,0.253004,0.228274,0.314193,0.114876,0.101094,0.132779
ck656,0,0,0,0,0,0,0.000792,0.000805,0.000806,0.00081,0.000797,0.000809
diag,0,0,0,0,0,0,0.001363,0.001349,0.001465,0.001365,0.001262,0.001373
b1_ss,IMB,IMB,IMB,IMB,IMB,IMB,IMB,IMB,IMB,IMB,IMB,IMB
circuit_1,252,152,194,151,160,148,0.352433,0.189488,0.362718,0.049434,0.026392,0.055549
p2p-Gnutella24,4662,4230,4426,4307,4163,4209,0.251122,0.24949,0.354792,0.095374,0.147618,0.144978
circuit_3,217,231,210,22,23,22,0.265628,0.46995,0.281247,0.034004,0.028261,0.03896
circuit_2,198,105,140,81,70,73,0.101328,0.089852,0.105296,0.033811,0.022446,0.04153
n3c5-b3,66,65,66,66,66,66,0.00292,0.002329,0.003062,0.001691,0.001888,0.001733
p2756,56,20,26,16,18,16,0.024983,0.017615,0.029534,0.013991,0.009575,0.015899
n3c5-b1,9,8,9,9,8,9,0.00084,0.000625,0.000872,0.000946,0.000722,0.000906
n3c5-b7,18,17,18,14,18,14,0.001644,0.001415,0.001711,0.000934,0.000874,0.001104
n3c5-b6,65,65,65,65,67,65,0.002675,0.002336,0.003024,0.001944,0.001862,0.001765
arc130,24,16,22,16,16,16,0.005631,0.002873,0.006242,0.002198,0.001619,0.002343
n3c5-b4,112,105,106,105,106,105,0.005561,0.003713,0.006495,0.002871,0.002594,0.002771
GL6_D_6,135,110,124,116,128,116,0.00959,0.005435,0.011991,0.003661,0.002957,0.003993
GL6_D_7,300,263,264,295,278,265,0.018911,0.014823,0.02347,0.009723,0.009713,0.012008
GL6_D_8,351,320,320,352,337,303,0.024775,0.016372,0.028956,0.010136,0.007948,0.013595
GL6_D_9,247,220,236,220,220,215,0.016463,0.011748,0.01803,0.005946,0.005788,0.007985
p0282,35,29,34,24,23,23,0.006646,0.004326,0.007165,0.003379,0.002698,0.003877
Tina_DisCal,5,7,5,6,5,6,0.000761,0.000511,0.000715,0.000605,0.000701,0.000804
n2c6-b8,210,180,204,270,182,180,0.034036,0.029938,0.035496,0.01657,0.019048,0.021276
fpga_dcop_10,3,3,3,2,3,2,0.012344,0.009719,0.013097,0.006631,0.004915,0.006928
lp_cre_a,141,86,140,64,61,64,0.046264,0.035215,0.05226,0.023963,0.019857,0.026397
lp_cre_c,100,79,100,68,63,68,0.044831,0.037828,0.047856,0.021362,0.020247,0.023054
commanche_dual,56,66,56,62,62,60,0.047431,0.034913,0.050385,0.022764,0.017169,0.02738
orsreg_1,210,210,210,210,210,210,0.035084,0.02453,0.036662,0.013506,0.011059,0.0148
fpga_dcop_13,4,2,4,3,2,3,0.012121,0.009567,0.012736,0.006424,0.005044,0.007061
Roget,256,245,243,281,245,263,0.020997,0.015294,0.024334,0.009776,0.012642,0.01226
G19,435,410,417,442,421,428,0.037134,0.028003,0.040373,0.016936,0.016874,0.020261
G18,455,433,428,432,412,421,0.040249,0.029782,0.047863,0.016828,0.015492,0.020015
pde225,30,30,30,30,30,30,0.004361,0.002733,0.004666,0.001907,0.001868,0.002187
G16,471,417,426,441,428,430,0.035854,0.027952,0.040257,0.016292,0.016892,0.018657
G15,435,410,417,442,421,428,0.037058,0.027204,0.044113,0.016901,0.016738,0.019924
G14,455,433,428,432,412,421,0.040234,0.029107,0.047297,0.016581,0.015594,0.019763
G13,64,64,64,64,64,64,0.007562,0.005421,0.008289,0.003341,0.002768,0.003485
G12,0,0,0,0,0,0,0.000773,0.000724,0.000851,0.000849,0.00077,0.000803
G11,0,0,0,0,0,0,0.000806,0.000803,0.000818,0.000914,0.000824,0.000729
G10,801,801,801,801,801,801,0.153145,0.080949,0.175061,0.066197,0.031298,0.075302
gams60am,2,2,2,2,2,2,0.005435,0.004502,0.005982,0.002884,0.002461,0.00331
lp_scrs8,23,24,20,22,26,21,0.007264,0.006468,0.008446,0.003757,0.003259,0.004564
n2c6-b6,2636,2076,2045,2199,2156,2106,0.147476,0.134317,0.172481,0.051926,0.055586,0.072117
young4c,58,58,58,58,58,58,0.01104,0.007231,0.011673,0.004959,0.004013,0.005358
cavity01,99,69,62,65,61,56,0.02003,0.01135,0.022183,0.00869,0.006511,0.011402
abtaha1,192,167,192,158,166,158,0.271822,0.222998,0.301088,0.19694,0.130801,0.20097
nemspmm1,110,107,93,117,106,115,0.176202,0.094287,0.187687,0.096332,0.053855,0.106509
nemspmm2,164,112,128,141,111,131,0.284401,0.114082,0.296327,0.170617,0.083791,0.226191
lp_standata,76,28,75,30,30,30,0.009339,0.009641,0.010506,0.008311,0.006332,0.009408
whitaker3_dual,132,135,132,134,126,132,0.089383,0.061989,0.097206,0.039057,0.038776,0.05005
lutz30-23-b6,764,764,744,753,725,751,0.036458,0.033102,0.0407,0.016266,0.01353,0.019958
shl_400,14,14,12,7,7,7,0.00541,0.005159,0.00663,0.00384,0.003482,0.004218
lp_fffff800,40,56,38,63,64,61,0.018781,0.012552,0.020583,0.010956,0.006303,0.010731
lp_cycle,38,41,37,34,34,34,0.04726,0.0237,0.05197,0.022458,0.011982,0.023969
tub100,4,4,4,4,4,4,0.002628,0.001557,0.002513,0.001072,0.00115,0.001057
lp_share2b,9,11,9,9,10,9,0.00413,0.002559,0.004106,0.001614,0.001419,0.001879
cz5108,20,19,20,19,19,19,0.081586,0.04336,0.087168,0.038608,0.024204,0.04823
lpi_refinery,22,29,21,31,31,31,0.005071,0.004201,0.005518,0.002844,0.002624,0.003017
west0655,50,41,49,53,53,53,0.007834,0.00673,0.008868,0.004026,0.003381,0.004056
S10PI_n1,4,4,4,4,4,4,0.003597,0.003593,0.003936,0.001544,0.001786,0.00225
G50,100,100,100,100,100,100,0.017529,0.013316,0.018387,0.010622,0.007427,0.011227
cs4,613,599,609,620,614,615,0.2269,0.258077,0.27142,0.095975,0.156955,0.111803
bcsstk01,24,24,24,24,24,24,0.002235,0.001866,0.002281,0.001741,0.001488,0.001655
bcsstk02,66,66,66,66,66,66,0.009526,0.001729,0.012967,0.006208,0.00259,0.00656
Sandi_authors,6,8,6,6,5,6,0.001724,0.001507,0.001836,0.001374,0.000978,0.001461
bcsstk04,76,60,49,66,48,48,0.009797,0.005991,0.011346,0.005234,0.004044,0.006675
bcsstk05,26,24,24,24,24,24,0.006908,0.005654,0.007354,0.003617,0.00259,0.003865
bcsstk06,93,72,72,74,72,72,0.022642,0.013664,0.024967,0.010064,0.009822,0.012817
bcsstk07,93,72,72,74,72,72,0.022628,0.015191,0.02472,0.010049,0.009929,0.012512
bcsstk08,130,126,126,139,126,128,0.050981,0.032768,0.054824,0.027949,0.028508,0.031541
bcsstk09,170,114,114,161,114,114,0.048069,0.035273,0.055987,0.018858,0.017106,0.032416
klein-b2,18,13,18,6,6,6,0.000547,0.000614,0.000622,0.000713,0.000718,0.000673
thermal,128,96,96,131,96,96,0.148004,0.071797,0.160912,0.062451,0.033171,0.074037
klein-b1,10,9,10,8,6,7,0.000597,0.000541,0.000623,0.000665,0.000766,0.000706
S20PI_n,8,8,8,8,8,8,0.006063,0.004764,0.007047,0.002818,0.002592,0.003329
lp_scorpion,14,12,14,12,9,12,0.003654,0.003985,0.004097,0.002675,0.002639,0.002985
jan99jac040sc,462,411,428,387,401,383,0.226515,0.15758,0.300386,0.106532,0.092676,0.130952
pores_1,9,24,9,9,9,9,0.00196,0.000744,0.002016,0.001036,0.00094,0.000988
pores_3,18,19,18,19,18,19,0.009857,0.006962,0.010263,0.004565,0.003689,0.004795
pores_2,67,64,65,67,60,63,0.025605,0.014296,0.026649,0.009562,0.006093,0.012098
ukerbe1_dual,40,43,40,40,41,40,0.013174,0.010453,0.014255,0.006419,0.015481,0.007209
L,48,49,48,66,54,66,0.00928,0.008566,0.009833,0.004396,0.004183,0.005177
fpga_dcop_33,4,2,4,3,2,3,0.012191,0.009437,0.012913,0.006823,0.005106,0.007243
fpga_dcop_32,4,2,4,3,2,3,0.014138,0.010893,0.013037,0.006596,0.005611,0.006997
fpga_dcop_31,4,2,4,3,2,3,0.012048,0.009534,0.012701,0.006557,0.005248,0.006992
fpga_dcop_30,4,2,4,3,2,3,0.012152,0.009559,0.012877,0.006505,0.005045,0.007325
fpga_dcop_37,4,2,4,3,2,3,0.012457,0.009522,0.012956,0.006741,0.007614,0.007378
fpga_dcop_36,4,2,4,3,2,3,0.013822,0.009495,0.012763,0.006394,0.004963,0.007064
fpga_dcop_35,4,2,4,3,2,3,0.013028,0.009516,0.012794,0.006479,0.004986,0.007061
fpga_dcop_34,4,2,4,3,2,3,0.012203,0.009537,0.012957,0.006078,0.005186,0.007214
fpga_dcop_39,4,2,4,3,2,3,0.012195,0.009533,0.01265,0.006485,0.005054,0.007282
fpga_dcop_38,4,2,4,3,2,3,0.012258,0.009467,0.01284,0.00623,0.00506,0.007284
rail_5177,72,76,72,88,68,88,0.072611,0.056029,0.076141,0.028105,0.02885,0.031839
west0479,45,40,44,36,40,33,0.005712,0.006259,0.0063,0.003594,0.002871,0.004444
ch7-6-b4,3888,3816,3643,3940,3814,3723,0.257181,0.225691,0.28759,0.113944,0.105706,0.163666
ch7-6-b5,720,720,720,1048,720,1048,0.066089,0.079928,0.071147,0.039642,0.040199,0.044361
garon1,292,199,202,293,204,198,0.229498,0.111047,0.243045,0.102493,0.054341,0.116061
ch7-6-b1,40,39,40,30,32,30,0.002097,0.002037,0.002358,0.001818,0.001683,0.002006
ch7-6-b2,573,493,569,391,366,389,0.030733,0.027869,0.034609,0.013802,0.013526,0.01655
ch7-6-b3,2154,2300,2076,2098,2290,2021,0.146308,0.106466,0.148252,0.062448,0.071865,0.082236
psse1,38,28,38,30,38,30,0.064157,0.048237,0.071677,0.037897,0.029082,0.044743
msc01440,268,160,160,236,160,160,0.120513,0.058394,0.140095,0.058619,0.032735,0.065737
lp22,730,788,713,835,802,799,0.194964,0.118055,0.230119,0.081366,0.071728,0.103634
wheel_5_1,14,14,14,15,14,13,0.001568,0.000919,0.00156,0.00112,0.001876,0.001381
USAir97,91,63,63,75,69,62,0.014386,0.010811,0.017353,0.007246,0.005848,0.00905
gre_185,42,37,40,38,38,37,0.004202,0.003607,0.004766,0.002974,0.001767,0.003532
wheel_7_1,17,17,17,17,17,17,0.002267,0.001873,0.002367,0.001221,0.001393,0.001342
shar_te2-b1,283,275,276,225,231,220,0.068387,0.085657,0.085964,0.068699,0.047889,0.069685
Trec8,23,21,22,17,17,17,0.002572,0.001065,0.00283,0.001323,0.001131,0.0016
cond-mat,1145,1043,1063,1117,1018,1104,0.242755,0.19508,0.293483,0.110072,0.124406,0.136556
685_bus,16,16,16,15,14,14,0.008657,0.010066,0.009196,0.004369,0.004039,0.005137
aa03,657,516,656,525,530,524,0.326334,0.117196,0.337743,0.167037,0.082547,0.168338
aa01,725,545,723,570,550,570,0.355481,0.11603,0.338876,0.15583,0.076335,0.163253
bp_1200,52,45,51,46,39,46,0.015418,0.011377,0.018516,0.008789,0.006229,0.007605
divorce,9,9,9,8,8,8,0.001196,0.000565,0.001269,0.000895,0.000776,0.000911
aa5,618,489,615,480,463,480,0.312722,0.110944,0.326167,0.150595,0.07356,0.157388
aa4,391,299,390,289,300,289,0.268404,0.109024,0.279185,0.149791,0.076993,0.151249
aa6,514,389,514,369,371,369,0.230464,0.091151,0.234607,0.116272,0.059835,0.119392
aa3,657,516,656,525,530,524,0.330607,0.117994,0.340634,0.161598,0.082124,0.168294
wheel_3_1,9,8,9,9,8,9,0.000936,0.0006,0.000947,0.001055,0.000708,0.001229
bcsstm09,0,0,0,0,0,0,0.001523,0.001123,0.001116,0.001129,0.001122,0.00113
tub1000,4,4,4,4,4,4,0.005625,0.004682,0.006364,0.002644,0.002095,0.003096
LFAT5000,4,4,4,4,4,4,0.075126,0.040388,0.0844,0.039118,0.028694,0.046343
relat4,9,9,9,5,4,4,0.001329,0.000644,0.001295,0.000841,0.000744,0.00095
p0291,47,41,41,41,38,34,0.007085,0.004767,0.008172,0.004115,0.003186,0.004243
relat6,94,67,92,69,65,69,0.015008,0.010054,0.016218,0.010258,0.006817,0.01106
relat7,682,488,674,490,485,490,0.179233,0.127717,0.204884,0.145897,0.082924,0.135145
relat3,3,3,3,IMB,3,3,0.000625,0.000604,0.000521,IMB,0.000543,0.00065
dwt_918,50,44,46,50,45,45,0.018902,0.015664,0.024308,0.008026,0.008215,0.010149
kleemin,7,7,7,6,IMB,6,0.000541,0.000724,0.000658,0.000666,IMB,0.000681
pf2177,630,445,630,514,529,511,0.062875,0.045437,0.069315,0.028493,0.026628,0.036229
130bit,312,320,300,325,304,308,0.029421,0.023474,0.033227,0.012608,0.017354,0.015762
WorldCities,101,91,101,101,100,99,0.030567,0.01611,0.031982,0.013833,0.008296,0.017167
bibd_9_3,25,22,25,22,22,22,0.001722,0.001137,0.001691,0.001166,0.001066,0.001233
bibd_9_5,36,36,36,36,36,36,0.004617,0.00129,0.0046,0.001724,0.001146,0.001938
can_187,23,22,22,22,22,22,0.005185,0.003474,0.005665,0.002773,0.003438,0.002982
blckhole,135,126,134,138,126,138,0.03307,0.026478,0.034816,0.013391,0.010751,0.014299
ex6,126,60,84,86,84,60,0.143302,0.046056,0.160121,0.058593,0.033459,0.068332
ex7,327,138,138,272,186,175,0.157623,0.079214,0.16766,0.079612,0.046116,0.090177
ex4,105,94,94,87,102,86,0.088034,0.048233,0.11138,0.03293,0.027749,0.037983
ex5,11,13,10,10,13,10,0.002111,0.000859,0.001995,0.001054,0.000855,0.001116
ex2,199,110,85,150,70,70,0.082894,0.026976,0.091864,0.044197,0.020116,0.050821
ex3,150,86,84,139,84,84,0.124572,0.063449,0.134534,0.056027,0.031293,0.064564
dwt_592,48,43,48,46,42,43,0.014257,0.009053,0.014753,0.006267,0.006141,0.007221
ex8,308,149,142,120,164,118,0.282563,0.141181,0.319225,0.141036,0.071867,0.150677
ex9,186,98,87,89,76,76,0.216593,0.085492,0.234368,0.107284,0.05943,0.122979
rdb800l,80,80,80,80,80,80,0.013984,0.008264,0.014456,0.00551,0.004113,0.005873
cep1,4,4,4,4,4,4,0.016103,0.014238,0.017585,0.008923,0.007422,0.010227
qh768,16,20,16,16,16,16,0.006599,0.007111,0.007309,0.003017,0.003153,0.003479
jpwh_991,132,136,130,145,128,133,0.02024,0.016781,0.017874,0.009938,0.011689,0.013073
gas11,8,8,8,9,9,9,0.007054,0.004587,0.007432,0.00243,0.002115,0.002799
watt_1,128,128,128,128,128,128,0.029468,0.019434,0.031109,0.013006,0.009602,0.013868
msc04515,222,186,174,226,183,186,0.194019,0.102189,0.223676,0.083916,0.057965,0.10849
lp_woodw,262,159,245,68,59,63,0.1668,0.121849,0.17887,0.061193,0.037775,0.067645
lop163,16,16,16,16,16,16,0.003671,0.003201,0.003691,0.001515,0.001298,0.00177
Chem97ZtZ,0,0,0,0,0,0,0.001333,0.001267,0.001271,0.001353,0.00132,0.00137
extr1b,16,14,16,15,17,15,0.021487,0.01898,0.022741,0.010211,0.00868,0.011839
relat5,23,14,22,10,10,10,0.002834,0.002623,0.003274,0.00168,0.001372,0.001864
gent113,21,19,18,25,18,18,0.003551,0.002566,0.004028,0.001726,0.001863,0.002112
plbuckle,0,0,0,0,0,0,0.003395,0.003747,0.003359,0.003407,0.003392,0.003964
bcsstk13,739,547,432,650,551,523,0.264947,0.093262,0.302742,0.135458,0.053556,0.168922
bcsstk12,87,66,66,78,66,66,0.079445,0.042713,0.090393,0.032004,0.020689,0.036864
bcsstk11,87,66,66,78,66,66,0.078953,0.041998,0.091072,0.032577,0.020954,0.036901
bcsstk10,56,36,36,39,36,36,0.052934,0.024142,0.059194,0.019281,0.012473,0.022521
bcsstk14,325,208,214,252,172,174,0.167399,0.075867,0.185241,0.073159,0.051762,0.087247
bcsstk19,6,6,6,6,6,6,0.016316,0.012801,0.017082,0.006471,0.005444,0.006937
gams10a,2,2,2,2,2,2,0.001861,0.002376,0.001904,0.001142,0.001061,0.001238
Stranke94,10,10,10,10,10,10,0.000858,0.000558,0.000807,0.000898,0.000601,0.000814
lnsp3937,114,114,114,123,117,114,0.05845,0.04783,0.060438,0.02406,0.026,0.028577
lp_ganges,36,37,36,24,24,24,0.013243,0.010652,0.014344,0.007854,0.005749,0.008536
LeGresley_4908,28,28,28,28,28,28,0.050542,0.031601,0.05527,0.0238,0.017696,0.026843
S40PI_n1,4,4,4,4,6,4,0.007481,0.005937,0.008516,0.003925,0.00382,0.004481
m3plates,0,0,0,0,0,0,0.004657,0.004637,0.004774,0.004597,0.004494,0.005253
will199,14,15,14,16,16,16,0.003491,0.002752,0.003687,0.001801,0.001614,0.001974
as-735,199,134,183,126,137,126,0.109882,0.107564,0.1253,0.072193,0.050811,0.068007
lpi_pilot4i,61,71,60,78,61,78,0.015088,0.009377,0.016511,0.006027,0.004602,0.007353
ex36,61,76,60,81,52,52,0.136149,0.082138,0.142056,0.056875,0.039189,0.065549
ex37,279,132,149,273,132,188,0.191058,0.081409,0.200957,0.089447,0.045097,0.099919
olm5000,2,2,2,2,2,2,0.020126,0.01146,0.022218,0.010212,0.007686,0.012788
ex32,45,46,40,36,36,36,0.03236,0.021369,0.036192,0.011483,0.011183,0.011217
ex33,58,58,58,90,76,78,0.058199,0.029258,0.060121,0.020315,0.018072,0.029076
fpga_dcop_08,2,4,2,3,4,3,0.010799,0.009696,0.011564,0.006332,0.005182,0.007142
ex31,232,78,90,78,78,78,0.286441,0.129415,0.297808,0.146361,0.073277,0.150893
fpga_dcop_06,2,5,2,2,3,2,0.012188,0.00923,0.013799,0.006454,0.00502,0.007132
fpga_dcop_07,2,4,2,4,3,4,0.010895,0.010352,0.011507,0.0065,0.00506,0.007966
fpga_dcop_04,6,3,6,5,4,5,0.011618,0.010247,0.012298,0.006605,0.004922,0.007085
fpga_dcop_05,3,3,3,2,4,2,0.011099,0.010387,0.012482,0.006606,0.005128,0.00715
fpga_dcop_02,4,2,4,3,2,3,0.012163,0.00953,0.012688,0.00658,0.005105,0.007186
fpga_dcop_03,4,2,4,3,2,3,0.01229,0.009561,0.012806,0.006534,0.005076,0.007153
fpga_dcop_01,4,2,4,3,2,3,0.012242,0.009533,0.012817,0.0066,0.005095,0.007199
lpi_bgprtr,4,6,4,4,4,4,0.000872,0.000794,0.000949,0.002222,0.000765,0.00092
orani678,599,405,420,407,405,395,0.723572,0.219554,0.746286,0.320413,0.098703,0.334152
adder_dcop_50,102,82,91,28,21,28,0.055601,0.054229,0.061905,0.013834,0.01024,0.015065
adder_dcop_51,102,82,91,28,21,28,0.055195,0.054099,0.062327,0.013316,0.010886,0.015012
meg1,236,112,130,230,428,228,0.127601,0.058329,0.14517,0.07965,0.031801,0.089372
msc01050,127,84,84,84,84,84,0.076949,0.034413,0.084558,0.039247,0.018915,0.041938
aircraft,11,9,11,7,7,7,0.048974,0.040269,0.051836,0.056368,0.024592,0.058836
add20,89,62,68,103,79,94,0.048938,0.029007,0.053919,0.022474,0.017867,0.029864
pde900,60,60,60,60,60,60,0.011327,0.007204,0.011801,0.005447,0.004505,0.005727
bips98_606,48,40,48,48,40,48,0.055982,0.033248,0.061272,0.026803,0.021102,0.029524
bwm200,4,4,4,4,4,4,0.003324,0.002682,0.003349,0.001378,0.001212,0.001478
n4c5-b10,18,14,14,16,14,16,0.003438,0.003943,0.004277,0.002809,0.003262,0.00313
n4c5-b11,0,0,0,0,0,0,0.000501,0.000417,0.000467,0.000423,0.000437,0.000564
CollegeMsg,757,578,656,657,592,625,0.081153,0.061779,0.100931,0.03971,0.029038,0.053477
scrs8-2b,40,39,40,22,22,22,0.01635,0.014306,0.017102,0.009032,0.007565,0.082681
scrs8-2c,40,39,40,22,22,22,0.016229,0.01428,0.017477,0.011001,0.007331,0.010135
cage9,565,552,534,646,550,563,0.131127,0.078203,0.130389,0.051329,0.044017,0.067197
cage8,214,199,198,218,200,200,0.032743,0.029684,0.036478,0.014823,0.013849,0.01779
cage5,14,18,14,15,15,14,0.001529,0.001209,0.001707,0.001527,0.001178,0.001207
cage4,9,10,9,10,9,10,0.000741,0.000592,0.000705,0.000649,0.000726,0.000705
cage7,82,72,82,97,72,74,0.012932,0.00934,0.010799,0.005266,0.006055,0.007739
cage6,39,40,39,44,41,44,0.00403,0.003329,0.00412,0.001881,0.002026,0.002015
scrs8-2r,94,170,93,22,22,22,0.276945,0.356851,0.293766,0.114167,0.099549,0.126828
qiulp,48,52,48,40,40,40,0.011858,0.0095,0.012833,0.006144,0.00506,0.006926
lock2232,77,48,48,72,48,48,0.182651,0.053423,0.19599,0.083394,0.033874,0.096785
netz4504,0,0,0,0,0,0,0.001189,0.001132,0.001113,0.001123,0.001161,0.001214
p2p-Gnutella06,2283,1994,2056,2153,1970,2003,0.125655,0.111715,0.150765,0.042397,0.055357,0.078703
p2p-Gnutella05,2430,2115,2196,2235,2116,2158,0.111179,0.108421,0.171304,0.043726,0.048392,0.080616
p2p-Gnutella04,3144,2740,2809,2903,2761,2774,0.16703,0.154167,0.23396,0.056322,0.071748,0.098879
p2p-Gnutella09,1615,1448,1436,1531,1477,1459,0.093818,0.076357,0.127002,0.033109,0.044872,0.059477
p2p-Gnutella08,1247,1122,1141,1166,1100,1127,0.069333,0.060795,0.089008,0.027009,0.031747,0.039875
t2dal_e,0,0,0,0,0,0,0.003181,0.003059,0.003128,0.003458,0.003079,0.003114
t2dal_a,96,86,86,86,86,86,0.079312,0.03208,0.085356,0.025446,0.02358,0.0275
str_0,22,23,22,21,24,21,0.006934,0.004,0.007319,0.002826,0.002289,0.003211
memplus,425,186,288,181,152,180,0.524067,0.327787,0.566451,0.256369,0.142268,0.286385
n3c6-b2,87,61,87,59,70,59,0.005311,0.003522,0.005631,0.001907,0.001745,0.002169
ch7-8-b2,1144,914,1140,744,946,726,0.099613,0.070555,0.107796,0.038236,0.034609,0.052477
n3c6-b1,13,13,13,12,12,12,0.000818,0.000711,0.000847,0.000866,0.000785,0.000847
n3c6-b6,2271,2449,2271,2444,2399,2442,0.159878,0.102405,0.162223,0.054946,0.049007,0.068264
n3c6-b7,2884,2855,2884,3052,2680,2855,0.156778,0.156291,0.159201,0.066623,0.067657,0.087494
Trefethen_700,665,563,523,568,540,522,0.036692,0.026137,0.047953,0.016582,0.015673,0.02385
n3c6-b5,1462,1945,1395,1292,1425,1290,0.105618,0.068482,0.114912,0.035314,0.029703,0.040386
n3c6-b8,2961,2289,2961,2245,2180,2212,0.163116,0.114288,0.169781,0.058172,0.061271,0.073144
n3c6-b9,1671,1221,1663,1145,1194,1089,0.073323,0.058892,0.080976,0.030591,0.028416,0.0427
M10PI_n1,4,4,4,4,4,4,0.003533,0.003642,0.003951,0.00173,0.001801,0.001925
G31,2001,2001,2001,2001,2001,2001,0.176975,0.13915,0.199043,0.061858,0.044471,0.093701
G30,2000,2000,2000,2000,2000,2000,0.176763,0.129926,0.211427,0.064039,0.040454,0.106008
G33,100,100,100,100,100,100,0.014638,0.011035,0.01568,0.006711,0.00499,0.007585
G32,0,0,0,0,0,0,0.001339,0.001448,0.001343,0.001332,0.001417,0.001322
G35,1216,1055,1060,1095,1014,1062,0.127472,0.076192,0.130559,0.043467,0.047598,0.053478
G34,0,0,0,0,0,0,0.001319,0.001236,0.001349,0.001274,0.001321,0.001335
G37,1176,1030,1041,1066,1013,1036,0.110855,0.07522,0.127828,0.043824,0.043214,0.059407
G36,1158,1037,1036,1085,1042,1033,0.100558,0.077568,0.118745,0.044312,0.040718,0.054437
G39,1216,1055,1060,1095,1014,1062,0.109224,0.079874,0.133164,0.043878,0.050776,0.055435
G38,1173,1036,1060,1084,1032,1036,0.118834,0.078704,0.117563,0.04464,0.047581,0.054654
lpi_gosh,224,267,196,248,233,242,0.213295,0.111132,0.233724,0.141325,0.077918,0.150048
illc1033,38,20,29,15,13,15,0.012803,0.007273,0.014784,0.007223,0.00512,0.007868
qh882,8,16,8,20,8,20,0.007743,0.006109,0.008292,0.003392,0.003524,0.003872
lp_scagr25,6,6,6,6,6,6,0.004328,0.004021,0.004709,0.002245,0.002237,0.002597
slptsk,621,196,196,196,196,196,0.605842,0.221208,0.636018,0.348566,0.183671,0.357436
dwt_346,32,34,32,39,32,33,0.009872,0.008419,0.01027,0.005383,0.006402,0.006735
rgg010,10,10,10,10,9,10,0.000926,0.000528,0.000812,0.000951,0.000664,0.000864
poisson2D,38,37,36,36,36,36,0.009164,0.007909,0.010141,0.00384,0.004008,0.004282
CAG_mat364,134,106,72,110,90,98,0.044089,0.021611,0.048987,0.025823,0.015353,0.026954
cegb3024,141,92,90,104,84,84,0.18486,0.076556,0.198086,0.082266,0.055628,0.093843
dwt_162,14,14,14,14,14,14,0.004588,0.00336,0.004813,0.002494,0.003104,0.002739
grid1_dual,0,0,0,0,0,0,0.000559,0.000717,0.000533,0.000543,0.000526,0.000573
rbsb480,125,96,96,127,96,96,0.051332,0.027678,0.056486,0.022206,0.014615,0.027977
bfwa62,11,11,11,11,12,11,0.002391,0.002244,0.002532,0.001257,0.001361,0.001423
n4c6-b15,0,0,0,0,0,0,0.000559,0.000521,0.000556,0.001447,0.00059,0.000607
n4c6-b14,111,96,93,93,93,93,0.027048,0.024867,0.030517,0.012408,0.011708,0.014893
n4c6-b13,1153,1140,1110,1306,1161,1128,0.271259,0.233381,0.311229,0.103913,0.142305,0.143915
n3c6-b11,0,0,0,0,0,0,0.000557,0.000584,0.000507,0.00049,0.000637,0.000577
lshp3025,114,114,114,107,108,107,0.046237,0.024394,0.047846,0.016039,0.011674,0.016193
LeGresley_2508,37,36,37,34,34,34,0.035131,0.019873,0.036604,0.016274,0.012258,0.016606
lap_25,10,10,10,13,10,13,0.001994,0.000849,0.001994,0.000894,0.000904,0.000948
fs_541_1,37,37,37,37,37,37,0.016394,0.010603,0.01713,0.008288,0.006146,0.009851
fs_541_3,37,37,37,37,37,37,0.01646,0.010556,0.017245,0.008537,0.006158,0.009014
fs_541_2,37,37,37,37,37,37,0.01639,0.010557,0.017175,0.008543,0.006079,0.009051
fs_541_4,37,37,37,37,37,37,0.016394,0.012648,0.017207,0.00807,0.006129,0.00914
mcfe,189,133,132,188,134,136,0.079547,0.036217,0.088665,0.042286,0.02314,0.043315
lhr02,22,22,22,22,22,22,0.070029,0.038208,0.077486,0.038474,0.020543,0.047564
lhr01,88,63,86,63,63,63,0.0389,0.020006,0.038977,0.023287,0.010952,0.024123
lhr04,95,93,93,93,93,93,0.174684,0.069066,0.186766,0.100927,0.038323,0.103907
big,124,132,123,124,127,115,0.188129,0.109222,0.190572,0.081262,0.065234,0.092827
ex1,75,40,40,74,40,40,0.014176,0.013344,0.016201,0.005839,0.005862,0.008361
GD01_Acap,22,23,22,22,25,22,0.003687,0.002823,0.003873,0.002075,0.002297,0.002276
lp_shell,21,30,21,19,19,19,0.008824,0.007652,0.008997,0.005622,0.006086,0.00571
bcsstk26,126,132,120,160,120,156,0.073258,0.03412,0.077826,0.026986,0.019308,0.029932
