matrix,vol_mfg,vol_mmg,vol_mfgir,vol_pfg,vol_pmg,vol_pfgir,time_mfg,time_mmg,time_mfgir,time_pfg,time_pmg,time_pfgir
g7jac010,232,217,226,238,230,226,0.054543,0.039958,0.058573,0.023063,0.0237,0.029679
dwg961b,66,67,63,64,68,62,0.031155,0.019005,0.032635,0.012727,0.010906,0.015582
dwg961a,30,30,30,30,30,30,0.00986,0.008587,0.009595,0.003515,0.004929,0.003898
lp_truss,77,48,50,48,46,48,0.045775,0.028451,0.053405,0.024445,0.017435,0.02508
t3dl_e,0,0,0,0,0,0,0.013903,0.013482,0.013864,0.014061,0.013751,0.014104
lpi_klein3,120,69,85,65,73,65,0.050535,0.017395,0.053806,0.026535,0.013116,0.027367
lpi_klein2,65,45,52,42,35,42,0.016105,0.006401,0.016888,0.007901,0.004998,0.008444
lpi_klein1,43,37,40,35,34,34,0.003727,0.002182,0.004062,0.001645,0.001592,0.001841
Trefethen_200,189,156,166,158,156,154,0.010066,0.010005,0.011262,0.0048,0.005594,0.00593
dw2048,129,65,128,66,66,65,0.026579,0.017402,0.028846,0.00954,0.007339,0.012448
dwt_245,9,9,9,8,8,8,0.00592,0.003967,0.006153,0.002379,0.002631,0.002651
ca-HepTh,1393,1255,1242,1306,1205,1222,0.164215,0.148922,0.212624,0.073297,0.085174,0.095871
can_161,44,32,42,32,32,32,0.005831,0.004012,0.008022,0.002154,0.002028,0.002283
p0040,3,3,3,3,3,3,0.001168,0.000856,0.001295,0.001398,0.000726,0.000968
lp_d2q06c,146,135,124,126,135,125,0.080284,0.043367,0.089041,0.035071,0.022173,0.041103
saylr4,162,157,159,160,156,158,0.061396,0.045953,0.06601,0.021034,0.023384,0.024436
lp_pilot87,579,362,381,566,341,492,0.321328,0.10967,0.346025,0.147922,0.078944,0.161521
deter8,15,15,15,15,15,15,0.025521,0.029745,0.029215,0.015918,0.013984,0.018644
n2c6-b10,0,0,0,0,0,0,0.000497,0.000601,0.000394,0.000519,0.000435,0.000507
bips07_1693,39,45,38,41,39,41,0.072605,0.051838,0.085484,0.03567,0.028908,0.041403
bfwb62,8,8,8,8,8,8,0.005238,0.002031,0.002442,0.001534,0.000973,0.001581
oscil_dcop_10,2,2,2,2,2,2,0.004263,0.004781,0.004583,0.002543,0.003889,0.002722
oscil_dcop_11,2,2,2,2,2,2,0.004545,0.004819,0.004796,0.002579,0.00258,0.002775
oscil_dcop_12,2,2,2,2,2,2,0.004334,0.004829,0.004542,0.002451,0.002564,0.00285
oscil_dcop_13,2,2,2,2,2,2,0.004208,0.004853,0.004462,0.002407,0.002567,0.002707
oscil_dcop_14,2,2,2,2,2,2,0.00427,0.004777,0.004507,0.002538,0.002602,0.002768
oscil_dcop_15,2,2,2,2,2,2,0.004237,0.004825,0.004598,0.002451,0.00294,0.002739
Trec11,235,222,229,227,224,226,0.217866,0.056884,0.235598,0.095614,0.033125,0.103883
oscil_dcop_17,2,2,2,2,2,2,0.004265,0.004809,0.004589,0.002687,0.002609,0.002774
ch7-9-b1,63,63,63,47,47,47,0.00394,0.003951,0.004503,0.003634,0.003143,0.004002
freeFlyingRobot_14,62,130,62,14,14,14,0.133677,0.095438,0.134843,0.038673,0.024057,0.036718
deter2,15,15,15,15,15,15,0.04908,0.040466,0.053248,0.028401,0.022074,0.031614
deter3,15,15,15,15,15,15,0.054541,0.050283,0.062733,0.032544,0.026733,0.038178
deter4,16,16,15,15,15,15,0.028224,0.02353,0.035465,0.014753,0.012872,0.017731
freeFlyingRobot_10,36,102,36,14,14,14,0.122507,0.085243,0.12463,0.036263,0.022884,0.034598
deter6,15,15,15,15,15,15,0.027782,0.027193,0.031688,0.018537,0.014937,0.021968
freeFlyingRobot_12,58,14,50,14,14,14,0.127559,0.088521,0.134887,0.030816,0.024937,0.033881
freeFlyingRobot_15,50,78,50,14,14,14,0.132785,0.104516,0.136234,0.031726,0.025836,0.035966
Hamrle1,6,6,6,6,6,6,0.00119,0.000769,0.001174,0.000737,0.000784,0.000865
Hamrle2,16,16,16,16,16,16,0.0324,0.030477,0.034961,0.01481,0.01271,0.01675
oscil_dcop_19,2,2,2,2,2,2,0.004253,0.004823,0.00453,0.002399,0.002509,0.002654
ch7-9-b2,1498,1298,1498,1041,1235,1041,0.149794,0.105576,0.157779,0.06438,0.056359,0.071428
Oregon-2,401,262,346,265,240,257,0.423369,0.383599,0.443836,0.177431,0.133135,0.197297
Oregon-1,359,182,347,201,188,200,0.296983,0.274138,0.31197,0.12218,0.105252,0.133431
freeFlyingRobot_11,38,120,38,14,14,14,0.120549,0.092946,0.124952,0.030231,0.023722,0.033025
deter5,15,15,15,15,15,15,0.033331,0.032076,0.039572,0.021582,0.017548,0.024825
freeFlyingRobot_13,50,111,50,14,14,14,0.13653,0.092694,0.13694,0.03275,0.021549,0.035774
deter7,15,15,15,15,15,15,0.044205,0.041458,0.050617,0.026932,0.022423,0.033449
flower_5_1,24,25,24,24,26,24,0.003971,0.001798,0.003077,0.002092,0.001992,0.002361
flower_5_4,1581,1376,1526,1410,1374,1391,0.143984,0.131139,0.180444,0.060164,0.072443,0.072895
jan99jac020,364,327,350,334,296,330,0.110424,0.082129,0.121166,0.049654,0.042684,0.079705
Ragusa18,16,9,16,7,5,7,0.00058,0.000519,0.000597,0.000635,0.000683,0.000797
jagmesh9,42,43,42,43,42,43,0.022488,0.011852,0.023138,0.007682,0.007396,0.008377
jagmesh8,42,42,42,42,42,42,0.017713,0.014932,0.018271,0.006788,0.005702,0.007457
jagmesh7,28,28,28,30,28,28,0.018217,0.013478,0.018933,0.007102,0.005991,0.008362
jagmesh6,18,18,18,18,18,18,0.020363,0.012213,0.021504,0.008257,0.005927,0.008395
Ragusa16,7,11,7,9,8,9,0.001001,0.000578,0.001022,0.000693,0.000763,0.000818
jagmesh4,40,40,40,40,40,40,0.022522,0.012624,0.022977,0.008673,0.006432,0.009474
jagmesh3,66,66,66,66,66,66,0.019209,0.012256,0.019828,0.006824,0.00516,0.007711
jagmesh2,66,62,66,66,61,66,0.017758,0.012222,0.018546,0.006619,0.005598,0.00766
jagmesh1,52,52,52,52,52,52,0.019693,0.010006,0.016348,0.005837,0.004613,0.006225
lp_ship04l,6,32,6,4,4,4,0.012019,0.010244,0.012628,0.00784,0.004922,0.00813
whitaker3,143,130,137,137,129,137,0.100321,0.076375,0.109535,0.041271,0.039226,0.046567
bp_200,39,28,35,37,32,37,0.01182,0.00885,0.013561,0.005391,0.00527,0.00566
mk10-b1,40,42,40,33,36,33,0.002068,0.001983,0.002383,0.001703,0.001568,0.00199
mk10-b3,1082,1124,1082,1086,1220,1081,0.06411,0.044895,0.066592,0.028707,0.028309,0.033089
mk10-b2,445,403,430,395,392,393,0.026046,0.018099,0.031772,0.010688,0.011648,0.012274
wang2,364,364,364,364,364,364,0.053446,0.03025,0.055874,0.023137,0.018486,0.024696
mk10-b4,0,0,0,0,0,0,0.001285,0.001303,0.001278,0.001282,0.001401,0.001247
wang1,364,364,364,364,364,364,0.052397,0.030087,0.055901,0.022828,0.01839,0.02468
rw136,20,20,19,20,19,19,0.002397,0.002279,0.002579,0.00131,0.001522,0.001612
lp_ship04s,6,30,6,4,6,4,0.009095,0.008906,0.009626,0.00461,0.003407,0.00506
biplane-9,139,121,128,131,120,124,0.124621,0.091002,0.153284,0.052627,0.061694,0.065312
adjnoun,58,51,53,57,52,52,0.00323,0.002979,0.003899,0.002406,0.002967,0.002943
Kohonen,217,171,191,181,174,179,0.048423,0.038064,0.054512,0.028436,0.024088,0.036972
adder_dcop_45,102,82,91,28,21,28,0.055815,0.054397,0.062694,0.01427,0.010525,0.015178
can_62,6,6,6,6,7,6,0.001759,0.00169,0.001864,0.001452,0.001455,0.001469
pesa,68,69,68,68,68,66,0.133357,0.098895,0.143185,0.057874,0.045031,0.07385
rel3,5,3,5,IMB,3,3,0.000559,0.000558,0.000475,IMB,0.000695,0.000573
tumorAntiAngiogenesis_3,12,12,12,12,16,12,0.014345,0.010781,0.014897,0.007758,0.006703,0.008144
tumorAntiAngiogenesis_2,16,12,16,12,8,12,0.010654,0.008075,0.011119,0.005808,0.004663,0.006596
tumorAntiAngiogenesis_5,12,12,12,16,12,16,0.017009,0.011609,0.017435,0.009563,0.008351,0.010029
tumorAntiAngiogenesis_4,18,16,18,16,12,16,0.018566,0.011616,0.019261,0.009148,0.006297,0.009872
rel5,17,17,17,11,11,10,0.002903,0.002269,0.003081,0.001232,0.001162,0.001492
tumorAntiAngiogenesis_6,17,16,17,8,8,8,0.016644,0.012119,0.017326,0.009139,0.006154,0.010194
crew1,135,121,135,110,113,110,0.323814,0.105291,0.325582,0.226311,0.097359,0.247863
model9,16,12,16,12,12,12,0.102958,0.057157,0.103197,0.058099,0.033076,0.063083
model8,140,134,134,136,134,134,0.054083,0.034801,0.061642,0.025047,0.019591,0.029844
model3,137,85,117,97,74,96,0.053742,0.030498,0.059596,0.02606,0.017155,0.029979
model2,53,97,53,96,96,96,0.020117,0.013317,0.020729,0.010641,0.006238,0.012294
model1,56,55,54,58,56,58,0.008524,0.006739,0.009613,0.003707,0.00363,0.004258
model7,9,9,9,9,9,9,0.092961,0.052927,0.096857,0.050445,0.028956,0.055287
model6,109,91,100,100,113,98,0.060304,0.036582,0.067301,0.034184,0.021479,0.037829
model5,1,1,1,1,1,1,0.249876,0.158522,0.256992,0.256197,0.112014,0.261707
model4,150,117,150,106,112,93,0.117638,0.055898,0.120511,0.072959,0.031215,0.073269
M80PI_n,10,8,10,6,6,6,0.013311,0.010093,0.014732,0.007699,0.007222,0.008962
nl,507,266,422,297,274,297,0.123232,0.089741,0.13889,0.060515,0.047384,0.067229
rajat14,24,14,24,10,14,10,0.007854,0.006982,0.008116,0.003085,0.003029,0.003387
rajat11,11,11,11,12,10,8,0.003491,0.00358,0.003656,0.002347,0.002011,0.002516
rajat12,24,26,24,19,18,18,0.056116,0.053918,0.057335,0.024168,0.017235,0.027416
rajat13,195,90,186,18,20,18,0.615255,0.730937,0.627596,0.034915,0.027357,0.039704
hangGlider_2,42,34,42,10,10,10,0.073843,0.053623,0.076854,0.012479,0.008418,0.016319
hangGlider_3,216,380,186,10,10,10,2.26567,1.736572,2.261382,0.063484,0.038639,0.068065
hangGlider_1,10,10,10,10,10,10,0.01168,0.009842,0.015336,0.007391,0.005855,0.008042
stoch_aircraft,11,9,11,7,7,7,0.048315,0.040466,0.057329,0.057315,0.02496,0.059207
Si2,770,523,540,708,563,538,0.049957,0.046229,0.061188,0.0254,0.024156,0.032362
can_229,38,38,38,38,38,38,0.005844,0.005107,0.006151,0.004243,0.003095,0.004423
football,67,64,64,63,64,63,0.004979,0.004548,0.005764,0.002523,0.002627,0.002652
mycielskian7,58,52,52,56,51,52,0.005566,0.003997,0.006374,0.002359,0.002253,0.002779
mycielskian6,28,25,27,30,25,27,0.002419,0.001825,0.00259,0.001402,0.001236,0.00167
dwt_878,35,34,34,36,35,36,0.018165,0.011652,0.020321,0.008265,0.006988,0.008786
mycielskian4,12,9,11,6,IMB,6,0.000554,0.000583,0.000496,0.000768,IMB,0.000701
mycielskian3,2,2,2,IMB,2,2,0.000468,0.000478,0.000422,IMB,0.000524,0.000587
mycielskian2,0,0,0,0,0,0,0.000447,0.000374,0.000444,0.000467,0.000475,0.00048
bips07_1998,29,36,29,32,33,29,0.093571,0.062145,0.101461,0.053909,0.03813,0.066964
mycielskian9,277,202,220,264,204,203,0.053548,0.024867,0.057293,0.023452,0.01435,0.03097
mycielskian8,132,102,102,124,104,96,0.016354,0.010044,0.018836,0.007335,0.004312,0.010008
testbig,11,9,9,8,8,8,0.152465,0.209613,0.177171,0.112478,0.106235,0.130754
lpl2,208,206,208,126,126,126,0.081907,0.054422,0.07178,0.035215,0.023043,0.037193
dwt_503,51,52,50,69,53,50,0.019534,0.012623,0.020617,0.008487,0.00982,0.011162
N_biocarta,0,0,0,0,0,0,0.001373,0.001297,0.001243,0.001258,0.001264,0.001237
str_200,26,21,26,41,19,40,0.008711,0.005751,0.009248,0.004018,0.003049,0.004711
lp_grow22,20,20,20,20,20,20,0.018211,0.010663,0.01865,0.007881,0.00461,0.008708
G17,445,415,415,418,398,403,0.036948,0.026838,0.049755,0.01665,0.017706,0.020517
g7jac020,448,364,413,452,379,416,0.117994,0.085655,0.130285,0.104748,0.051987,0.066361
ash85,14,14,14,14,14,14,0.002725,0.002847,0.002893,0.001707,0.001681,0.001812
cat_ears_3_4,1193,1094,1175,1137,1135,1112,0.11107,0.080937,0.13556,0.049099,0.050262,0.067799
cat_ears_3_1,17,16,17,16,17,16,0.003798,0.002416,0.002801,0.0022,0.002156,0.002297
polblogs,297,197,187,235,189,188,0.069705,0.042472,0.081141,0.039756,0.026613,0.046827
n2c6-b9,0,0,0,0,0,0,0.000792,0.0007,0.000728,0.000757,0.000747,0.000771
bayer10,49,49,49,56,69,56,0.162399,0.096235,0.162975,0.081113,0.059901,0.087481
Kaufhold,56,42,56,46,50,46,0.072153,0.065226,0.075997,0.033151,0.027776,0.037389
n2c6-b1,13,13,13,12,12,12,0.000861,0.000858,0.000851,0.000782,0.000854,0.000889
n2c6-b3,317,285,313,276,277,276,0.014413,0.010863,0.016347,0.006063,0.005443,0.006762
n2c6-b2,87,61,87,59,70,59,0.00538,0.003773,0.005583,0.001861,0.001791,0.002188
n2c6-b5,1616,1934,1442,1488,1287,1450,0.111941,0.066163,0.125687,0.035161,0.039586,0.04342
n2c6-b4,871,929,871,685,676,685,0.04831,0.034124,0.050055,0.017923,0.019281,0.018786
n2c6-b7,1433,1372,1344,1606,1388,1491,0.130789,0.100141,0.145048,0.045662,0.070434,0.062311
bcsstm25,0,0,0,0,0,0,0.009344,0.008861,0.00896,0.009102,0.008878,0.009029
sit100,273,274,252,298,248,281,0.142335,0.126822,0.161695,0.050593,0.057081,0.067665
yeast,559,462,481,502,471,470,0.040921,0.036928,0.052369,0.019092,0.019501,0.028607
G53,605,510,528,526,523,504,0.05184,0.034821,0.061613,0.0226,0.020543,0.029206
G52,569,507,523,534,516,520,0.052098,0.034539,0.059077,0.02206,0.019066,0.02679
G51,596,520,536,539,523,520,0.05136,0.043412,0.058419,0.022872,0.020893,0.027006
lnsp_131,23,24,23,24,23,22,0.002629,0.002823,0.002721,0.001684,0.001738,0.002017
G57,0,0,0,0,0,0,0.00237,0.002427,0.002389,0.003195,0.002365,0.00239
G56,2478,2275,2292,2453,2255,2271,0.113813,0.153998,0.173506,0.040753,0.111895,0.110846
G55,2478,2275,2292,2453,2255,2271,0.115586,0.145449,0.167567,0.040067,0.104956,0.120539
G54,566,527,531,535,534,508,0.04745,0.03285,0.051207,0.021542,0.020169,0.026357
G59,2997,2604,2632,2657,2535,2509,0.326249,0.260705,0.431793,0.126196,0.149501,0.216317
G58,2997,2604,2632,2657,2535,2509,0.327054,0.252062,0.41185,0.123489,0.141336,0.20499
dano3mip,1481,1420,1462,1166,1168,1165,0.399095,0.244297,0.395241,0.175698,0.130208,0.178312
airfoil1_dual,80,68,80,76,72,76,0.041128,0.034066,0.043209,0.017513,0.015723,0.020332
gre_216b,40,36,38,36,36,36,0.003834,0.003514,0.004329,0.002829,0.003043,0.002967
gre_216a,40,36,38,36,36,36,0.003759,0.003498,0.004517,0.002771,0.003041,0.003021
mahindas,142,115,115,114,109,114,0.019781,0.015382,0.022657,0.012801,0.009046,0.012229
Zewail,932,717,735,879,781,724,0.211754,0.168738,0.255383,0.095649,0.099324,0.162306
bwm2000,4,4,4,4,4,4,0.009295,0.006617,0.012142,0.005487,0.003514,0.006272
sts4098,120,102,102,171,171,156,0.242534,0.117408,0.256752,0.096171,0.0555,0.114251
dw256A,25,24,25,24,24,24,0.00807,0.005798,0.008409,0.003326,0.003039,0.003594
dw256B,34,34,34,34,34,34,0.0088,0.00716,0.009233,0.004558,0.003061,0.003919
lshp1009,66,62,66,66,61,66,0.01775,0.012179,0.020403,0.006559,0.005577,0.007187
sphere2,25,26,24,24,25,24,0.002098,0.001463,0.002305,0.001629,0.001458,0.001769
sphere3,53,50,48,48,50,48,0.006362,0.004637,0.007384,0.002688,0.003089,0.00316
dwt_992,73,64,64,72,64,68,0.042282,0.018923,0.041095,0.01369,0.010689,0.015746
freeFlyingRobot_8,64,39,64,14,14,14,0.090018,0.066987,0.093599,0.048163,0.030905,0.05099
145bit,514,489,474,507,466,458,0.055472,0.04751,0.06105,0.031144,0.029555,0.038702
mbeacxc,497,377,367,456,369,370,0.409507,0.068933,0.439226,0.192565,0.068126,0.221499
iiasa,15,14,15,14,20,14,0.011994,0.010171,0.013332,0.006108,0.005085,0.006995
df2177,494,448,494,527,525,527,0.045782,0.039538,0.050476,0.026959,0.020759,0.029182
rdb1250l,100,100,100,100,100,100,0.017875,0.013381,0.018259,0.006758,0.00489,0.007236
rdb200,40,40,40,40,40,40,0.003901,0.003525,0.004223,0.002123,0.001992,0.002331
gre_115,22,23,22,26,24,24,0.002307,0.002767,0.002451,0.001623,0.001863,0.001939
fpga_dcop_19,4,2,4,3,2,3,0.012014,0.009519,0.012596,0.009211,0.005059,0.007337
dwt_1007,43,38,38,38,38,38,0.023251,0.01337,0.025389,0.007504,0.008248,0.007421
dwt_1005,84,80,84,86,85,82,0.023645,0.018697,0.024359,0.011372,0.009636,0.013508
ex20,216,106,99,143,98,105,0.176467,0.070131,0.196605,0.103035,0.042039,0.09375
primagaz,7,7,7,7,7,7,0.126598,0.224726,0.128677,0.012921,0.011209,0.018048
mesh2e1,34,34,34,34,34,34,0.007406,0.006632,0.007643,0.003244,0.003707,0.003532
1138_bus,18,20,18,16,18,16,0.009192,0.008536,0.0101,0.004816,0.003972,0.005397
bp_1600,48,44,45,41,35,40,0.014034,0.010753,0.015929,0.007158,0.006489,0.008697
freeFlyingRobot_5,37,130,37,14,14,14,0.068667,0.048488,0.081658,0.088223,0.021223,0.030374
freeFlyingRobot_4,20,40,20,14,26,14,0.045487,0.031573,0.046191,0.02151,0.014153,0.022146
freeFlyingRobot_7,44,100,38,14,14,14,0.082624,0.060086,0.090593,0.040995,0.025312,0.043472
freeFlyingRobot_6,26,58,26,14,14,14,0.066951,0.055442,0.070163,0.03398,0.023166,0.037725
freeFlyingRobot_1,26,23,26,14,14,14,0.016661,0.012348,0.01591,0.006935,0.00669,0.00796
watt_2,128,128,128,128,128,128,0.026123,0.022918,0.027556,0.013666,0.024386,0.014575
freeFlyingRobot_3,14,36,14,14,14,14,0.0311,0.027072,0.032163,0.01414,0.010191,0.016092
freeFlyingRobot_2,34,14,26,14,14,14,0.031485,0.020669,0.033909,0.012539,0.009959,0.01437
lp_grow7,21,20,20,20,20,20,0.008513,0.004749,0.009219,0.004371,0.003133,0.003967
freeFlyingRobot_9,57,62,57,14,14,14,0.109194,0.09408,0.122156,0.057235,0.036287,0.057929
jagmesh5,23,21,20,20,20,20,0.018545,0.015663,0.020411,0.007377,0.006401,0.007771
Erdos972,274,230,268,252,235,249,0.02778,0.026721,0.037163,0.017179,0.012978,0.023851
Erdos971,100,105,90,103,102,97,0.009135,0.008122,0.010082,0.004923,0.004986,0.006101
descriptor_xingo6u,31,48,30,28,32,28,0.110031,0.073517,0.124486,0.053572,0.045328,0.0622
Cities,47,47,47,46,47,45,0.004728,0.003119,0.005384,0.002628,0.002885,0.002828
n4c5-b2,87,61,87,59,70,59,0.005308,0.003663,0.005609,0.001972,0.001743,0.002134
n4c5-b3,302,225,301,280,246,280,0.012904,0.012714,0.014024,0.007064,0.00603,0.007266
n4c5-b1,13,13,13,12,12,12,0.000872,0.000815,0.001789,0.001016,0.000898,0.000922
n4c5-b6,1667,1646,1607,1539,1419,1444,0.106514,0.095251,0.118892,0.047008,0.073732,0.067273
n4c5-b7,1338,1282,1251,1439,1251,1212,0.136474,0.090716,0.167558,0.039894,0.036889,0.071502
n4c5-b4,833,793,802,852,675,843,0.039898,0.034253,0.046492,0.017287,0.020308,0.024185
n4c5-b5,1480,1393,1464,1439,1466,1375,0.075011,0.062516,0.078289,0.026993,0.025455,0.038572
n4c5-b8,705,594,596,664,595,583,0.051626,0.041029,0.057874,0.025313,0.027827,0.035378
n4c5-b9,166,142,142,155,148,141,0.018703,0.017014,0.021979,0.007166,0.007743,0.009848
extr1,16,15,16,16,14,15,0.023588,0.018388,0.021715,0.010567,0.009016,0.012209
nemsafm,4,12,4,6,6,6,0.00354,0.003352,0.004072,0.002362,0.002344,0.00285
lp_beaconfd,48,36,40,36,34,34,0.011293,0.008479,0.013182,0.006348,0.005851,0.007979
orsirr_2,100,100,100,100,100,100,0.019912,0.014628,0.020753,0.0073,0.005307,0.008328
cz148,22,21,22,25,24,22,0.005604,0.004254,0.005784,0.002928,0.002459,0.003695
orsirr_1,100,100,100,100,125,100,0.018694,0.015286,0.01964,0.009065,0.006393,0.009403
rkat7_mat5,431,237,350,297,325,238,0.169249,0.056747,0.192069,0.090677,0.036177,0.102739
refine,3,6,3,3,5,3,0.001806,0.000827,0.001842,0.001015,0.00081,0.000962
dwt_1242,56,48,54,56,49,56,0.027435,0.019678,0.030328,0.013653,0.009015,0.012206
L-9,222,222,222,227,246,223,0.09998,0.072861,0.10476,0.042584,0.037553,0.060589
mhd1280a,84,44,44,63,44,54,0.118863,0.043217,0.128923,0.066792,0.031337,0.065446
mhd1280b,20,16,20,20,16,20,0.039105,0.017547,0.040489,0.018496,0.00915,0.01919
Goodwin_017,276,168,201,192,152,160,0.278407,0.105488,0.293019,0.122086,0.056478,0.127989
Goodwin_013,200,120,130,175,120,120,0.152884,0.068839,0.159579,0.067037,0.036886,0.076306
Goodwin_010,117,88,95,158,80,104,0.095128,0.036948,0.102296,0.038505,0.021462,0.045292
ch8-8-b2,1566,1306,1566,1053,1255,1028,0.163872,0.11821,0.174534,0.063145,0.047101,0.077378
ch8-8-b1,63,64,63,48,49,48,0.004372,0.00412,0.004813,0.00388,0.003258,0.004142
plskz362,22,22,22,20,22,20,0.006388,0.006485,0.006665,0.003382,0.003905,0.00363
ibm32,14,18,14,15,15,15,0.001352,0.000828,0.001342,0.000966,0.000944,0.000994
lshp_265,35,33,33,34,34,34,0.005626,0.005033,0.00612,0.003183,0.003281,0.003315
lp_agg,25,25,25,44,48,44,0.008798,0.006117,0.009304,0.00348,0.003192,0.003841
Chem97Zt,0,0,0,0,0,0,0.007011,0.007048,0.007275,0.007015,0.007426,0.007344
nopss_11k,40,36,40,48,40,48,0.063664,0.045076,0.069451,0.032747,0.026169,0.039562
lp_dfl001,876,541,800,587,560,585,0.123851,0.106866,0.158133,0.054632,0.055153,0.072548
lpi_greenbea,105,82,99,139,126,137,0.068082,0.047658,0.076279,0.037577,0.031784,0.044638
162bit,1794,1595,1609,1688,1578,1554,0.289779,0.274354,0.347886,0.085972,0.11258,0.141914
rdb450,60,60,60,60,60,60,0.008813,0.005304,0.009216,0.002954,0.002313,0.003251
data,134,128,128,118,118,118,0.063517,0.036578,0.070821,0.026496,0.02137,0.024684
nsic,57,47,50,44,47,43,0.009613,0.006688,0.012179,0.004574,0.005221,0.005371
D_10,343,276,321,271,276,268,0.025296,0.016625,0.028723,0.010182,0.007393,0.010662
D_11,136,101,132,103,103,102,0.010141,0.005563,0.010617,0.003802,0.003046,0.004556
rajat27,28,22,28,28,28,28,0.254563,0.244935,0.254469,0.098193,0.076891,0.115814
se,3876,4118,3869,3895,3976,3856,0.320122,0.233608,0.345299,0.106798,0.096949,0.226752
M40PI_n,10,6,10,6,6,6,0.008018,0.006313,0.008877,0.005495,0.003917,0.005047
PGPgiantcompo,247,223,212,221,226,214,0.12067,0.107882,0.148109,0.059977,0.054745,0.082387
utm3060,240,205,222,227,194,214,0.104971,0.061652,0.115882,0.040704,0.02947,0.050814
lp_scagr7,9,6,7,7,6,7,0.003356,0.001946,0.002777,0.001727,0.001564,0.001752
Journals,125,125,125,125,125,125,0.040901,0.014511,0.056936,0.02406,0.008445,0.026434
can_24,8,15,8,8,8,8,0.001927,0.000729,0.001929,0.000879,0.000908,0.000927
fe_4elt2,132,132,132,132,132,132,0.121112,0.086344,0.14393,0.057399,0.038308,0.054278
lshp1270,72,74,72,74,70,74,0.020706,0.015779,0.021452,0.007962,0.007286,0.009335
lpi_pang,18,17,17,19,38,17,0.007933,0.007299,0.00886,0.004146,0.004301,0.004883
lp_wood1p,133,103,132,121,109,121,1.14484,0.1729,1.182431,0.187835,0.051629,0.199965
bayer08,88,69,83,71,140,69,0.057189,0.050674,0.06255,0.033753,0.023344,0.038601
bayer09,33,33,33,34,32,32,0.045219,0.030233,0.046299,0.019886,0.015036,0.025428
bayer06,88,69,83,71,140,69,0.056523,0.045653,0.062987,0.033451,0.022972,0.039159
bayer07,72,110,69,97,110,93,0.055149,0.037994,0.061367,0.032143,0.020488,0.036203
bayer04,88,106,85,102,98,102,0.276676,0.178466,0.305628,0.162911,0.098379,0.148604
bayer05,72,110,69,97,110,93,0.055764,0.037958,0.060943,0.032045,0.020921,0.035468
bayer02,29,28,28,28,28,28,0.101997,0.08047,0.11188,0.052663,0.04369,0.057925
bayer03,31,35,31,31,31,31,0.106055,0.068681,0.109807,0.051664,0.036629,0.055314
can_144,12,13,12,12,13,12,0.00543,0.006089,0.005641,0.0027,0.002697,0.002941
nasa1824,292,227,204,301,202,239,0.10252,0.051187,0.119383,0.045988,0.023937,0.054992
dwt_221,14,15,14,14,16,14,0.005779,0.006383,0.006063,0.002504,0.002784,0.002806
lp_maros,55,45,54,46,65,46,0.027531,0.018157,0.029352,0.012096,0.008909,0.013201
bips07_2476,35,47,35,25,31,25,0.102788,0.080829,0.112608,0.049006,0.040427,0.058261
car4,0,0,0,0,0,0,0.01141,0.010737,0.010562,0.011703,0.010904,0.010965
G40,1158,1037,1036,1085,1042,1033,0.118374,0.082152,0.119929,0.045316,0.043263,0.058714
G41,1176,1030,1041,1066,1013,1036,0.111549,0.0793,0.14897,0.04376,0.045301,0.061887
G42,1173,1036,1060,1084,1032,1036,0.104769,0.082253,0.120422,0.045573,0.050861,0.055667
G43,1001,1001,1001,1001,1001,1001,0.070101,0.060424,0.084373,0.030656,0.020053,0.041947
G44,1000,1000,1000,1000,1000,1000,0.070515,0.055186,0.08369,0.032217,0.020179,0.040665
G45,1000,1000,1000,1000,1000,1000,0.073853,0.048843,0.110718,0.037537,0.018633,0.046933
G46,1001,1001,1001,1001,1001,1001,0.07631,0.053415,0.094765,0.031139,0.017818,0.047538
G47,1000,1000,1000,1000,1000,1000,0.075353,0.051468,0.091627,0.029091,0.019288,0.044561
G48,0,0,0,0,0,0,0.001591,0.001637,0.001655,0.001727,0.001659,0.001645
G49,0,0,0,0,0,0,0.001608,0.001672,0.001549,0.001565,0.001706,0.001718
ch4-4-b3,0,0,0,0,0,0,0.000453,0.00051,0.000518,0.000496,0.000438,0.000502
EX4,2601,2585,2078,2271,2145,1883,0.28381,0.209564,0.321321,0.120619,0.107073,0.127012
filter2D,84,80,83,89,83,86,0.030381,0.025454,0.033365,0.009916,0.008802,0.013268
dwt_310,15,14,14,14,14,14,0.007806,0.005928,0.008277,0.004032,0.003395,0.003149
freeFlyingRobot_16,50,56,50,14,14,14,0.139781,0.101952,0.145036,0.033647,0.024485,0.036715
can_1072,62,62,58,63,59,58,0.036539,0.023965,0.036755,0.015971,0.01425,0.020838
spaceStation_1,42,42,42,43,45,42,0.003506,0.003254,0.003673,0.001703,0.00171,0.001938
spaceStation_3,63,74,61,63,74,62,0.015462,0.008082,0.017275,0.006492,0.005189,0.007823
spaceStation_2,169,162,162,165,162,162,0.017418,0.011905,0.018512,0.00643,0.004842,0.008201
spaceStation_5,58,93,56,126,93,125,0.037496,0.018749,0.040659,0.01733,0.011216,0.021566
spaceStation_4,126,119,122,113,101,104,0.032562,0.019162,0.035894,0.015231,0.01051,0.018471
